category,image_name,count,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,mask_frames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.duration_raw,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.duration_raw,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Nonliving_Things,processed/house/House69_1.png,1,1.0,2.0,2,136.3404998779297,136.3404998779297,0.0,132.6732635498047,132.6732635498047,0.0,3.0,3.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,137.8419647216797,137.8419647216797,0.0,17.0
Living_Things,processed/face/male_3_1.png,1,1.0,2.0,2,31.536605834960938,31.536605834960938,0.0,27.865367889404297,27.865367889404297,0.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,,'2',0.3450438976287842,0.3450438976287842,0.0,'nV_V',1.0,1.0,0.0,,'1',0.37819141149520874,0.37819141149520874,0.0,33.05437469482422,33.05437469482422,0.0,3.0
Living_Things,processed/face/male_42_1.png,1,1.0,2.0,2,476.59600830078125,476.59600830078125,0.0,472.9291076660156,472.9291076660156,0.0,3.0,3.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,478.0954895019531,478.0954895019531,0.0,63.0
Nonliving_Things,processed/house/House10_1.png,1,1.0,2.0,2,128.6654815673828,128.6654815673828,0.0,125.98329162597656,125.98329162597656,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,130.1678009033203,130.1678009033203,0.0,16.0
Living_Things,processed/face/male_69_1.png,1,1.0,2.0,2,286.7907409667969,286.7907409667969,0.0,283.639892578125,283.639892578125,0.0,2.5,2.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,288.3060302734375,288.3060302734375,0.0,37.0
Nonliving_Things,processed/house/House95_1.png,1,1.0,1.0,1,441.9952087402344,441.9952087402344,0.0,438.32794189453125,438.32794189453125,0.0,3.0,3.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,443.51300048828125,443.51300048828125,0.0,58.0
Living_Things,processed/face/male_57_1.png,1,1.0,2.0,2,710.1083984375,710.1083984375,0.0,707.3955688476562,707.3955688476562,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,711.6133422851562,711.6133422851562,0.0,95.0
Nonliving_Things,processed/house/House26_1.png,1,1.0,1.0,1,568.5042114257812,568.5042114257812,0.0,565.3200073242188,565.3200073242188,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,570.0050659179688,570.0050659179688,0.0,75.0
Living_Things,processed/face/female_42_1.png,1,1.0,1.0,1,410.8309631347656,410.8309631347656,0.0,408.7098083496094,408.7098083496094,0.0,1.5,1.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,412.3486633300781,412.3486633300781,0.0,54.0
Living_Things,processed/face/female_85_1.png,1,1.0,1.0,1,69.79061889648438,69.79061889648438,0.0,66.62400817871094,66.62400817871094,0.0,2.5,2.5,2.0,2.0,2,0.0,0.0,0.0,,'2',0.7708544731140137,0.7708544731140137,0.0,'V_nV',1.0,1.0,0.0,,'1',0.46775370836257935,0.46775370836257935,0.0,71.29322052001953,71.29322052001953,0.0,8.0
Nonliving_Things,processed/house/House85_1.png,1,1.0,1.0,1,86.59126281738281,86.59126281738281,0.0,82.9236068725586,82.9236068725586,0.0,3.0,3.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,88.09294128417969,88.09294128417969,0.0,10.0
Nonliving_Things,processed/house/House24_1.png,1,1.0,2.0,2,724.459716796875,724.459716796875,0.0,721.77685546875,721.77685546875,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,725.9622192382812,725.9622192382812,0.0,97.0
Nonliving_Things,processed/house/House39_1.png,1,1.0,2.0,2,202.4224395751953,202.4224395751953,0.0,199.78759765625,199.78759765625,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,203.9370880126953,203.9370880126953,0.0,26.0
Nonliving_Things,processed/house/House89_1.png,1,1.0,1.0,1,361.9317321777344,361.9317321777344,0.0,360.2504577636719,360.2504577636719,0.0,1.0,1.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,363.43426513671875,363.43426513671875,0.0,47.0
Nonliving_Things,processed/house/House35_1.png,1,1.0,2.0,2,23.361713409423828,23.361713409423828,0.0,20.694467544555664,20.694467544555664,0.0,2.0,2.0,1.5,1.5,3.0,0.0,0.0,0.0,,'1',0.5433046817779541,0.5433046817779541,0.0,'V_nV',1.0,1.0,0.0,,'1',0.8831856846809387,0.8831856846809387,0.0,24.863750457763672,24.863750457763672,0.0,2.0
Living_Things,processed/face/female_95_1.png,1,1.0,2.0,2,680.8330078125,680.8330078125,0.0,678.1661987304688,678.1661987304688,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,682.3351440429688,682.3351440429688,0.0,91.0
Living_Things,processed/face/female_31_1.png,1,1.0,2.0,2,660.3124389648438,660.3124389648438,0.0,657.128662109375,657.128662109375,0.0,2.5,2.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,661.8147583007812,661.8147583007812,0.0,88.0

extraInfo
n_square,128
probeFrames,1
participant,1
image_size,256
postmask_dur,0
session,1
block,1
debug,True
date,2023-11-24_15h43.17.870
expName,fixed-probe_post-mask
psychopyVersion,2023.2.3
frameRate,59.66458954896482
expStart,2023-11-24 15h43.32.472742 +0800
