category,image_name,count,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probe_Frames_mean,probe_Frames_raw,probe_Frames_std,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Nonliving_Things,processed\house\House20_0.png,0,1.0,1.0,1,1321.3336181640625,1321.3336181640625,0.0,1317.96435546875,1317.96435546875,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1322.8349609375,1322.8349609375,0.0,152.0
Nonliving_Things,processed\house\House14_0.png,0,1.0,2.0,2,1456.5350341796875,1456.5350341796875,0.0,1454.1668701171875,1454.1668701171875,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1458.0364990234375,1458.0364990234375,0.0,168.0
Living_Things,processed\face\female_53_0.png,0,1.0,2.0,2,285.1490173339844,285.1490173339844,0.0,281.26275634765625,281.26275634765625,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,286.6502990722656,286.6502990722656,0.0,33.0
Nonliving_Things,processed\house\House37_0.png,0,1.0,2.0,2,1011.8246459960938,1011.8246459960938,0.0,1008.4386596679688,1008.4386596679688,0.0,2.5,2.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1013.3259887695312,1013.3259887695312,0.0,116.0
Nonliving_Things,processed\house\House88_0.png,0,1.0,1.0,1,820.7338256835938,820.7338256835938,0.0,818.849365234375,818.849365234375,0.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,822.2354125976562,822.2354125976562,0.0,94.0
Living_Things,processed\face\female_27_0.png,0,1.0,1.0,1,1295.1573486328125,1295.1573486328125,0.0,1293.2728271484375,1293.2728271484375,0.0,1.0,1.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1296.6590576171875,1296.6590576171875,0.0,149.0
Nonliving_Things,processed\house\House16_0.png,0,1.0,2.0,2,329.07635498046875,329.07635498046875,0.0,325.6904296875,325.6904296875,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,330.5778503417969,330.5778503417969,0.0,38.0
Living_Things,processed\face\male_29_0.png,0,1.0,1.0,1,554.71826171875,554.71826171875,0.0,551.3489379882812,551.3489379882812,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,556.2198486328125,556.2198486328125,0.0,63.0
Nonliving_Things,processed\house\3257879_House74_0.png,0,1.0,1.0,1,545.3443603515625,545.3443603515625,0.0,541.955810546875,541.955810546875,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,546.843994140625,546.843994140625,0.0,62.0
Nonliving_Things,processed\house\House75_0.png,0,1.0,2.0,2,1199.87890625,1199.87890625,0.0,1197.9945068359375,1197.9945068359375,0.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1201.3804931640625,1201.3804931640625,0.0,138.0
Nonliving_Things,processed\house\House65_0.png,0,1.0,2.0,2,1621.917236328125,1621.917236328125,0.0,1618.0330810546875,1618.0330810546875,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1623.4189453125,1623.4189453125,0.0,187.0
Nonliving_Things,processed\house\House15_0.png,0,1.0,2.0,2,794.0738525390625,794.0738525390625,0.0,790.6876220703125,790.6876220703125,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,795.5753784179688,795.5753784179688,0.0,91.0
Living_Things,processed\face\female_42_0.png,0,1.0,2.0,2,1556.201171875,1556.201171875,0.0,1554.31689453125,1554.31689453125,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1557.702880859375,1557.702880859375,0.0,180.0
Living_Things,processed\face\female_88_0.png,0,1.0,2.0,2,803.4666137695312,803.4666137695312,0.0,800.5812377929688,800.5812377929688,0.0,2.0,2.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,804.9680786132812,804.9680786132812,0.0,92.0
Living_Things,processed\face\male_51_0.png,0,1.0,2.0,2,572.5033569335938,572.5033569335938,0.0,570.6182250976562,570.6182250976562,0.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,574.0040283203125,574.0040283203125,0.0,65.0
Living_Things,processed\face\male_54_0.png,0,1.0,1.0,1,660.8741455078125,660.8741455078125,0.0,657.4885864257812,657.4885864257812,0.0,2.5,2.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,662.375732421875,662.375732421875,0.0,75.0
Living_Things,processed\face\male_73_0.png,0,1.0,1.0,1,1287.26611328125,1287.26611328125,0.0,1284.864501953125,1284.864501953125,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1288.767578125,1288.767578125,0.0,148.0
Nonliving_Things,processed\house\House17_0.png,0,1.0,2.0,2,1518.2467041015625,1518.2467041015625,0.0,1514.3602294921875,1514.3602294921875,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1519.7481689453125,1519.7481689453125,0.0,175.0
Nonliving_Things,processed\house\House49_0.png,0,1.0,2.0,2,386.8507995605469,386.8507995605469,0.0,382.98101806640625,382.98101806640625,0.0,3.0,3.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,388.3522644042969,388.3522644042969,0.0,44.0
Living_Things,processed\face\male_94_0.png,0,1.0,2.0,2,1666.3612060546875,1666.3612060546875,0.0,1663.4925537109375,1663.4925537109375,0.0,2.0,2.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1667.8626708984375,1667.8626708984375,0.0,192.0
Living_Things,processed\face\male_3_0.png,0,1.0,1.0,1,500.89788818359375,500.89788818359375,0.0,498.51275634765625,498.51275634765625,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,502.3993225097656,502.3993225097656,0.0,57.0
Living_Things,processed\face\female_47_0.png,0,1.0,1.0,1,22.637187957763672,22.637187957763672,0.0,20.25249481201172,20.25249481201172,0.0,1.5,1.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,24.138601303100586,24.138601303100586,0.0,2.0
Living_Things,processed\face\male_75_0.png,0,1.0,1.0,1,168.18246459960938,168.18246459960938,0.0,165.2970733642578,165.2970733642578,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,169.683837890625,169.683837890625,0.0,19.0
Nonliving_Things,processed\house\House3_0.png,0,1.0,2.0,2,1227.055908203125,1227.055908203125,0.0,1225.18798828125,1225.18798828125,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1228.5574951171875,1228.5574951171875,0.0,141.0
Nonliving_Things,processed\house\House25_0.png,0,1.0,2.0,2,743.239990234375,743.239990234375,0.0,741.3720092773438,741.3720092773438,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,744.7415771484375,744.7415771484375,0.0,85.0
Nonliving_Things,processed\house\House55_0.png,0,1.0,2.0,2,668.7489013671875,668.7489013671875,0.0,665.8799438476562,665.8799438476562,0.0,2.0,2.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,670.2499389648438,670.2499389648438,0.0,76.0
Living_Things,processed\face\female_71_0.png,0,1.0,1.0,1,1150.012451171875,1150.012451171875,0.0,1146.1424560546875,1146.1424560546875,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1151.513916015625,1151.513916015625,0.0,132.0
Nonliving_Things,processed\house\House53_0.png,0,1.0,1.0,1,846.8933715820312,846.8933715820312,0.0,843.5240478515625,843.5240478515625,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,848.39453125,848.39453125,0.0,97.0
Living_Things,processed\face\female_95_0.png,0,1.0,2.0,2,829.6259155273438,829.6259155273438,0.0,827.2410888671875,827.2410888671875,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,831.1287841796875,831.1287841796875,0.0,95.0
Living_Things,processed\face\male_42_0.png,0,1.0,1.0,1,1348.5272216796875,1348.5272216796875,0.0,1346.1256103515625,1346.1256103515625,0.0,1.5,1.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1350.029052734375,1350.029052734375,0.0,155.0
Living_Things,processed\face\female_20_0.png,0,1.0,1.0,1,183.98150634765625,183.98150634765625,0.0,180.56239318847656,180.56239318847656,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,185.48324584960938,185.48324584960938,0.0,21.0
Nonliving_Things,processed\house\House70_0.png,0,1.0,1.0,1,677.1405639648438,677.1405639648438,0.0,675.2559814453125,675.2559814453125,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,678.6420288085938,678.6420288085938,0.0,77.0
Living_Things,processed\face\female_16_0.png,0,1.0,1.0,1,337.9519958496094,337.9519958496094,0.0,335.5836486816406,335.5836486816406,0.0,1.5,1.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,339.45343017578125,339.45343017578125,0.0,39.0
Living_Things,processed\face\female_61_0.png,0,1.0,1.0,1,535.4491577148438,535.4491577148438,0.0,532.0631103515625,532.0631103515625,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,536.9505004882812,536.9505004882812,0.0,61.0
Living_Things,processed\face\male_98_0.png,0,1.0,2.0,2,1603.1312255859375,1603.1312255859375,0.0,1600.2623291015625,1600.2623291015625,0.0,2.0,2.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1604.6329345703125,1604.6329345703125,0.0,185.0
Living_Things,processed\face\female_5_0.png,0,1.0,1.0,1,891.3543090820312,891.3543090820312,0.0,887.4691162109375,887.4691162109375,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,892.8557739257812,892.8557739257812,0.0,102.0
Nonliving_Things,processed\house\House79_0.png,0,1.0,1.0,1,1122.3515625,1122.3515625,0.0,1119.482666015625,1119.482666015625,0.0,2.0,2.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1123.85302734375,1123.85302734375,0.0,129.0
Living_Things,processed\face\female_54_0.png,0,1.0,2.0,2,293.54095458984375,293.54095458984375,0.0,291.1560363769531,291.1560363769531,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,295.0423278808594,295.0423278808594,0.0,34.0
Living_Things,processed\face\female_34_0.png,0,1.0,1.0,1,477.22430419921875,477.22430419921875,0.0,474.33868408203125,474.33868408203125,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,478.7257080078125,478.7257080078125,0.0,54.0
Living_Things,processed\face\male_26_0.png,0,1.0,1.0,1,1140.135498046875,1140.135498046875,0.0,1137.7509765625,1137.7509765625,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1141.637451171875,1141.637451171875,0.0,131.0
Living_Things,processed\face\female_87_0.png,0,1.0,2.0,2,1358.40380859375,1358.40380859375,0.0,1355.03466796875,1355.03466796875,0.0,2.5,2.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1359.9052734375,1359.9052734375,0.0,156.0
Living_Things,processed\face\male_88_0.png,0,1.0,1.0,1,1191.9876708984375,1191.9876708984375,0.0,1190.10400390625,1190.10400390625,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1193.489013671875,1193.489013671875,0.0,137.0
Living_Things,processed\face\female_100_0.png,0,1.0,2.0,2,935.7987060546875,935.7987060546875,0.0,932.4127807617188,932.4127807617188,0.0,2.5,2.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,937.3001708984375,937.3001708984375,0.0,107.0
Nonliving_Things,processed\house\House27_0.png,0,1.0,2.0,2,357.7215270996094,357.7215270996094,0.0,353.8352966308594,353.8352966308594,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,359.22344970703125,359.22344970703125,0.0,41.0
Living_Things,processed\face\male_35_0.png,0,1.0,1.0,1,1234.947265625,1234.947265625,0.0,1233.0628662109375,1233.0628662109375,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1236.4490966796875,1236.4490966796875,0.0,142.0
Nonliving_Things,processed\house\House62_0.png,0,1.0,1.0,1,1700.895751953125,1700.895751953125,0.0,1698.5106201171875,1698.5106201171875,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1702.3970947265625,1702.3970947265625,0.0,196.0
Nonliving_Things,processed\house\House7_0.png,0,1.0,1.0,1,775.7723388671875,775.7723388671875,0.0,772.8868408203125,772.8868408203125,0.0,2.0,2.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,777.274169921875,777.274169921875,0.0,89.0
Nonliving_Things,processed\house\House78_0.png,0,1.0,1.0,1,1540.9193115234375,1540.9193115234375,0.0,1539.0347900390625,1539.0347900390625,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1542.4208984375,1542.4208984375,0.0,178.0
Living_Things,processed\face\male_27_0.png,0,1.0,2.0,2,1373.185302734375,1373.185302734375,0.0,1370.8004150390625,1370.8004150390625,0.0,1.5,1.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1374.686767578125,1374.686767578125,0.0,158.0
Living_Things,processed\face\female_89_0.png,0,1.0,1.0,1,565.1127319335938,565.1127319335938,0.0,561.2256469726562,561.2256469726562,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,566.6134033203125,566.6134033203125,0.0,64.0
Living_Things,processed\face\male_70_0.png,0,1.0,1.0,1,526.056396484375,526.056396484375,0.0,524.171630859375,524.171630859375,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,527.5577392578125,527.5577392578125,0.0,60.0
Living_Things,processed\face\female_80_0.png,0,1.0,1.0,1,592.7727661132812,592.7727661132812,0.0,589.3870849609375,589.3870849609375,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,594.274658203125,594.274658203125,0.0,67.0
Living_Things,processed\face\male_33_0.png,0,1.0,2.0,2,1340.118896484375,1340.118896484375,0.0,1336.2325439453125,1336.2325439453125,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1341.6234130859375,1341.6234130859375,0.0,154.0
Nonliving_Things,processed\house\House4_0.png,0,1.0,2.0,2,1157.9049072265625,1157.9049072265625,0.0,1155.018310546875,1155.018310546875,0.0,2.0,2.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1159.405517578125,1159.405517578125,0.0,133.0
Living_Things,processed\face\female_50_0.png,0,1.0,1.0,1,451.0660705566406,451.0660705566406,0.0,447.17840576171875,447.17840576171875,0.0,3.0,3.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,452.5670166015625,452.5670166015625,0.0,51.0
Living_Things,processed\face\male_61_0.png,0,1.0,1.0,1,116.34736633300781,116.34736633300781,0.0,114.46388244628906,114.46388244628906,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,117.8487777709961,117.8487777709961,0.0,13.0
Living_Things,processed\face\male_58_0.png,0,1.0,1.0,1,1718.162841796875,1718.162841796875,0.0,1715.7945556640625,1715.7945556640625,0.0,1.5,1.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1719.664306640625,1719.664306640625,0.0,198.0
Nonliving_Things,processed\house\House52_0.png,0,1.0,1.0,1,441.672119140625,441.672119140625,0.0,437.8023986816406,437.8023986816406,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,443.1734924316406,443.1734924316406,0.0,50.0
Living_Things,processed\face\male_82_0.png,0,1.0,2.0,2,1585.3646240234375,1585.3646240234375,0.0,1581.9779052734375,1581.9779052734375,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1586.865234375,1586.865234375,0.0,183.0
Living_Things,processed\face\female_73_0.png,0,1.0,1.0,1,975.755126953125,975.755126953125,0.0,972.8701171875,972.8701171875,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,977.2567749023438,977.2567749023438,0.0,112.0
Living_Things,processed\face\male_66_0.png,0,1.0,1.0,1,82.31400299072266,82.31400299072266,0.0,79.94517517089844,79.94517517089844,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,83.81502532958984,83.81502532958984,0.0,9.0
Nonliving_Things,processed\house\House64_0.png,0,1.0,2.0,2,1261.0899658203125,1261.0899658203125,0.0,1258.2213134765625,1258.2213134765625,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1262.591552734375,1262.591552734375,0.0,145.0
Living_Things,processed\face\female_31_0.png,0,1.0,1.0,1,1173.6861572265625,1173.6861572265625,0.0,1171.3011474609375,1171.3011474609375,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1175.187744140625,1175.187744140625,0.0,135.0
Living_Things,processed\face\male_72_0.png,0,1.0,2.0,2,376.47357177734375,376.47357177734375,0.0,373.10400390625,373.10400390625,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,377.9755859375,377.9755859375,0.0,43.0
Nonliving_Things,processed\house\House8_0.png,0,1.0,1.0,1,366.5975341796875,366.5975341796875,0.0,362.7273254394531,362.7273254394531,0.0,3.0,3.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,368.0986022949219,368.0986022949219,0.0,42.0
Nonliving_Things,processed\house\House54_0.png,0,1.0,2.0,2,347.3279724121094,347.3279724121094,0.0,343.45782470703125,343.45782470703125,0.0,3.0,3.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,348.8293762207031,348.8293762207031,0.0,40.0
Nonliving_Things,processed\house\House13_0.png,0,1.0,2.0,2,227.4249267578125,227.4249267578125,0.0,224.53956604003906,224.53956604003906,0.0,2.0,2.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,228.92686462402344,228.92686462402344,0.0,26.0
Living_Things,processed\face\female_1_0.png,0,1.0,1.0,1,1038.000732421875,1038.000732421875,0.0,1035.61572265625,1035.61572265625,0.0,1.5,1.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1039.502197265625,1039.502197265625,0.0,119.0
Living_Things,processed\face\male_56_0.png,0,1.0,2.0,2,1045.875244140625,1045.875244140625,0.0,1043.5069580078125,1043.5069580078125,0.0,1.5,1.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1047.3765869140625,1047.3765869140625,0.0,120.0
Nonliving_Things,processed\house\House63_0.png,0,1.0,2.0,2,1210.2725830078125,1210.2725830078125,0.0,1206.38671875,1206.38671875,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1211.7740478515625,1211.7740478515625,0.0,139.0
Living_Things,processed\face\male_1_0.png,0,1.0,1.0,1,140.5048370361328,140.5048370361328,0.0,138.62046813964844,138.62046813964844,0.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,142.00621032714844,142.00621032714844,0.0,16.0
Nonliving_Things,processed\house\House94_0.png,0,1.0,2.0,2,1073.03564453125,1073.03564453125,0.0,1070.650634765625,1070.650634765625,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1074.537109375,1074.537109375,0.0,123.0
Nonliving_Things,processed\house\House68_0.png,0,1.0,2.0,2,1726.554443359375,1726.554443359375,0.0,1723.1693115234375,1723.1693115234375,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1728.05615234375,1728.05615234375,0.0,199.0
Nonliving_Things,processed\house\House12_0.png,0,1.0,2.0,2,415.0122985839844,415.0122985839844,0.0,411.1256408691406,411.1256408691406,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,416.51422119140625,416.51422119140625,0.0,47.0
Nonliving_Things,processed\house\House81_0.png,0,1.0,2.0,2,257.97222900390625,257.97222900390625,0.0,254.085693359375,254.085693359375,0.0,3.0,3.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,259.47344970703125,259.47344970703125,0.0,30.0
Nonliving_Things,processed\house\House1_0.png,0,1.0,1.0,1,692.9061889648438,692.9061889648438,0.0,690.5213012695312,690.5213012695312,0.0,1.5,1.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,694.4075927734375,694.4075927734375,0.0,79.0
Nonliving_Things,processed\house\House89_0.png,0,1.0,2.0,2,652.4828491210938,652.4828491210938,0.0,650.5980834960938,650.5980834960938,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,653.9842529296875,653.9842529296875,0.0,74.0
Living_Things,processed\face\male_5_0.png,0,1.0,1.0,1,709.189208984375,709.189208984375,0.0,706.8043212890625,706.8043212890625,0.0,1.5,1.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,710.690673828125,710.690673828125,0.0,81.0
Nonliving_Things,processed\house\House23_0.png,0,1.0,2.0,2,1019.2152709960938,1019.2152709960938,0.0,1017.3308715820312,1017.3308715820312,0.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1020.7166748046875,1020.7166748046875,0.0,117.0
Nonliving_Things,processed\house\House45_0.png,0,1.0,1.0,1,1414.1260986328125,1414.1260986328125,0.0,1412.25830078125,1412.25830078125,0.0,1.0,1.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1415.6275634765625,1415.6275634765625,0.0,163.0
Nonliving_Things,processed\house\House36_0.png,0,1.0,1.0,1,404.61822509765625,404.61822509765625,0.0,402.7508239746094,402.7508239746094,0.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,406.11993408203125,406.11993408203125,0.0,46.0
Nonliving_Things,processed\house\House28_0.png,0,1.0,2.0,2,1270.466064453125,1270.466064453125,0.0,1267.0966796875,1267.0966796875,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1271.9674072265625,1271.9674072265625,0.0,146.0
Nonliving_Things,processed\house\House34_0.png,0,1.0,1.0,1,468.83251953125,468.83251953125,0.0,465.947265625,465.947265625,0.0,2.0,2.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,470.3343200683594,470.3343200683594,0.0,53.0
Living_Things,processed\face\male_37_0.png,0,1.0,2.0,2,1405.751220703125,1405.751220703125,0.0,1402.3648681640625,1402.3648681640625,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1407.25244140625,1407.25244140625,0.0,162.0
Living_Things,processed\face\female_68_0.png,0,1.0,1.0,1,1278.357177734375,1278.357177734375,0.0,1276.4727783203125,1276.4727783203125,0.0,1.0,1.0,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1279.8587646484375,1279.8587646484375,0.0,147.0
Living_Things,processed\face\male_81_0.png,0,1.0,2.0,2,1483.178466796875,1483.178466796875,0.0,1480.8101806640625,1480.8101806640625,0.0,1.5,1.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1484.6798095703125,1484.6798095703125,0.0,171.0
Nonliving_Things,processed\house\House87_0.png,0,1.0,2.0,2,812.8425903320312,812.8425903320312,0.0,809.9737548828125,809.9737548828125,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,814.3440551757812,814.3440551757812,0.0,93.0
