category,image_name,count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,probe_routine.started,image_onset_time,blank.started,blank.stopped,probe.started,probe.stopped,probe_routine.stopped,postmask.started,postmask_1.started,postmask_1.stopped,postmask.stopped,jitter_delay.started,jitter1,delay_post_mask.started,delay_post_mask.stopped,jitter_delay.stopped,response_routine.started,discrim_resptime,response_window,response.started,tell_response.started,response_routine.stopped,correctAns,response.corr,response.keys,visibility.started,visible_resptime,visible.started,tell_visible.started,visibility.stopped,visible.keys,visible.corr,probe_Frames,post_trial_jitter.started,jitter2,post_fixation.started,post_fixation.stopped,post_trial_jitter.stopped,show_message.started,show_message.stopped,response.stopped,tell_response.stopped,visible.stopped,tell_visible.stopped,n_square,probeFrames,participant,session,image_size,postmask_dur,block,date,expName,psychopyVersion,frameRate,expStart,
Living_Things,processed\face\female_53_0.png,0,0,33,33,87,281.2808079000097,,281.26274829998147,281.2627516000066,281.2808079000097,281.79529819998425,281.81321599998046,281.8299109999789,281.8140483999741,281.814063799975,281.8299109999789,282.1623455999652,282.1467831999762,282.1468021000037,3.0,282.1623455999652,285.1653542999993,285.14901049999753,285.1490223999717,285.14902370003983,nV_V,285.1653542999993,285.1653542999993,286.6500924999709,2,0,None,286.65030019998085,286.65030249999836,286.6666944999597,286.6666944999597,288.1517654999625,None,0,1,288.15210249996744,3.0,288.1684022999834,291.1866144000087,291.15524319995893,291.15526079997653,291.15571009996347,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_54_0.png,0,0,34,34,122,291.1866144000087,,291.1560325999744,291.15603620000184,291.1866144000087,291.68867040000623,291.7055373999756,291.72215159999905,291.7059818999842,291.7059914999991,291.72215159999905,292.0555596000049,292.0399778999854,292.0399957000045,1.5,292.0555596000049,293.557101399987,293.5409439000068,293.5409607999609,293.5409639000427,nV_V,293.557101399987,293.557101399987,295.0419458000106,2,0,None,295.04232229996705,295.04232800001046,295.0587186999619,295.0587186999619,296.5435414999956,None,0,1,296.54387210001005,3.0,296.56010770000285,299.5768792000017,299.54696329997387,299.54698069998994,299.54743709997274,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House22_0.png,0,0,35,35,190,299.5768792000017,,299.547749499965,299.5477529000491,299.5768792000017,300.08029349998105,300.09735110000474,300.1138159999973,300.09788119996665,300.09789799997816,300.1138159999973,300.4473038999713,300.4316271999851,300.43164309998974,3.0,300.4473038999713,303.45060280000325,303.4340790999704,303.43409629998496,303.4340998000116,nV_V,303.45060280000325,303.45060280000325,304.9366519000032,1,0,None,304.9372821999714,304.9372884000186,304.9530045000138,304.9530045000138,306.4367834999575,None,0,1,306.4371125999605,2.5,306.4532856000005,308.955865899974,308.9397470999975,308.9397619999945,308.94015469995793,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House66_0.png,0,0,36,36,78,308.955865899974,,308.94042790000094,308.94043040002,308.955865899974,309.4564342999947,309.4734395999694,309.4902280999813,309.4739705999964,309.47398800001247,309.4902280999813,309.8234047999722,309.80767869995907,309.80769709998276,1.0,309.8234047999722,310.8244488000055,310.8089351999806,310.8089556999621,310.8089591000462,V_nV,310.8244488000055,310.8244488000055,312.3092212000047,2,0,None,312.30958939995617,312.30959520000033,312.3258877999615,312.3258877999615,313.81196009996347,None,0,1,313.81304599996656,2.5,313.8299463999574,316.3309148999979,316.31359529995825,316.3136134999804,316.31405839999206,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_63_0.png,0,0,37,37,47,316.3309148999979,,316.3143803999992,316.31438420002814,316.3309148999979,316.8303592999582,316.84726909996243,316.8639385999995,316.847790299973,316.84780799999135,316.8639385999995,317.1974870999693,317.1820094999857,317.18202760000713,2.0,317.1974870999693,319.19942999997875,319.1831981999567,319.1832156999735,319.18321899999864,V_nV,319.19942999997875,319.19942999997875,320.68438509997213,1,0,None,320.6847409000038,320.6847466000472,320.7008843999938,320.7008843999938,322.18576819996815,None,0,1,322.186110599956,3.5,322.20232699997723,325.7102513000136,325.6896316999919,325.68965009995736,325.69009329995606,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House16_0.png,0,0,38,38,91,325.7102513000136,,325.69041079998715,325.6904146000161,325.7102513000136,326.22305689996574,326.2400803999626,326.25681709998753,326.2406431999989,326.24065960000735,326.25681709998753,326.5899899000069,326.5745232999907,326.5745470999973,2.5,326.5899899000069,329.09259670000756,329.0763442000025,329.0763614999596,329.07636480004294,V_nV,329.09259670000756,329.09259670000756,330.57748869998613,2,0,None,330.5778401999851,330.57784570002696,330.5940006999881,330.5940006999881,332.07892489997903,None,0,1,332.0792641000007,3.5,332.0955141999875,335.59918550000293,335.5828440999612,335.58286239998415,335.5833144999924,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_16_0.png,0,0,39,39,117,335.59918550000293,,335.5836367000011,335.58364070003154,335.59918550000293,336.0994264999754,336.11656850000145,336.1337021999643,336.1176010000054,336.1176595999859,336.1337021999643,336.46748910000315,336.45203899999615,336.45207130000927,1.5,336.46748910000315,337.9682343999739,337.951962799998,337.9519788000034,337.95198160002474,V_nV,337.9682343999739,337.9682343999739,339.4531430999632,1,0,None,339.4534279999789,339.45343100000173,339.4694277999806,339.4694277999806,340.95450339996023,None,0,1,340.95484439999564,2.5,340.9712288999581,343.4737782999873,343.45725489995675,343.4572674999945,343.4576042999979,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House54_0.png,0,0,40,40,150,343.4737782999873,,343.45783500000834,343.4578366000205,343.4737782999873,343.9741769999964,343.9913863000111,344.0078947999864,343.99204380001174,343.9920624999795,344.0078947999864,344.3411010999698,344.32824389997404,344.3282629000023,3.0,344.3411010999698,347.34406579995994,347.3279498000047,347.3279679999687,347.3279709999915,V_nV,347.34406579995994,347.34406579995994,348.8290049000061,2,0,None,348.82935670000734,348.8293624999933,348.8457561999676,348.8457561999676,350.33055969997076,None,0,1,350.33089919999475,3.5,350.3470654999837,353.85395399999106,353.8344957999652,353.83451359998435,353.83497359999456,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House27_0.png,0,0,41,41,128,353.85395399999106,,353.8352867999929,353.83529030001955,353.85395399999106,354.3678552999627,354.38477890001377,354.40133490000153,354.3852900000056,354.3853065999574,354.40133490000153,354.73493480001343,354.7204178000102,354.72044070000993,3.0,354.73493480001343,357.7378558999626,357.72151979996124,357.72153169999365,357.721532800002,V_nV,357.7378558999626,357.7378558999626,359.22309409995796,2,0,None,359.22345089999726,359.22345640003914,359.23957139998674,359.23957139998674,360.72418959997594,None,0,1,360.7245412999764,2.0,360.7407986999606,362.743032999977,362.72668909997446,362.7267024999601,362.72707199997967,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House8_0.png,0,0,42,42,149,362.743032999977,,362.72732969996287,362.7273317000363,362.743032999977,363.24334519996773,363.26020610000705,363.27690820000134,363.26081149996025,363.26082909997785,363.27690820000134,363.6103405999602,363.5946947999764,363.5947124999948,3.0,363.6103405999602,366.61339459999,366.5975051999558,366.59753219998674,366.597538800037,nV_V,366.61339459999,366.61339459999,368.0982395999599,1,0,None,368.098606799962,368.09861240000464,368.1148261000053,368.1148261000053,369.5998871999909,None,0,1,369.60021800000686,3.5,369.61643840000033,373.11993609997444,373.1034815000021,373.1034914999618,373.10379879997345,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_72_0.png,0,0,43,43,148,373.11993609997444,,373.10401409998303,373.10401510004885,373.11993609997444,373.6203756000032,373.63733409997076,373.6538106999942,373.63783989998046,373.6378563999897,373.6538106999942,373.98736629995983,373.97159149998333,373.97160409996286,2.5,373.98736629995983,376.4899188000127,376.47355910000624,376.4735713999835,376.4735725999926,nV_V,376.4899188000127,376.4899188000127,377.97517280001193,2,0,None,377.975583499996,377.9755895000417,377.9923497000127,377.9923497000127,379.47629169997526,None,0,1,379.47663429996464,3.5,379.492809999967,382.9970258999965,382.9802296999842,382.98024710000027,382.98068829998374,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House49_0.png,0,0,44,44,103,382.9970258999965,,382.98100109997904,382.98100440000417,382.9970258999965,383.499147799972,383.5138677000068,383.530437599984,383.51431569998385,383.51433039997937,383.530437599984,383.8638720999588,383.84836349997204,383.8483814999927,3.0,383.8638720999588,386.8668758000131,386.85077999997884,386.85079779999796,386.85080120002385,V_nV,386.8668758000131,386.8668758000131,388.3520212000003,2,0,None,388.35227129998384,388.35227390000364,388.36844429996563,388.36844429996563,389.8559093999793,None,0,1,389.8561489999993,3.5,389.869822299981,393.3789868999738,393.35724479996134,393.35726179997437,393.3577018000069,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_21_0.png,0,0,45,45,6,393.3789868999738,,393.3580319999601,393.3580354000442,393.3789868999738,393.89052189997165,393.90757819998544,393.9242027999717,393.9080524999881,393.9080670999829,393.9242027999717,394.25757999997586,394.2421740000136,394.24219229997834,2.0,394.25757999997586,396.25969509995775,396.2432922999724,396.2433039000025,396.2433049000101,V_nV,396.25969509995775,396.25969509995775,397.74437749997014,1,0,None,397.74463799997466,397.74464059999445,397.7609833999886,397.7609833999886,399.2460598999751,None,0,1,399.24639739998383,3.5,399.26259339996614,402.7675152999582,402.7500318000093,402.75004949996946,402.7504989999579,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House36_0.png,0,0,46,46,165,402.7675152999582,,402.75081559998216,402.7508194000111,402.7675152999582,403.26660490001086,403.2835503999959,403.30014149995986,403.2840647000121,403.2840821999707,403.30014149995986,403.6336647999706,403.6212396000046,403.6212589999777,1.0,403.6336647999706,404.63454759999877,404.61821369995596,404.6182301999652,404.6182317000348,nV_V,404.63454759999877,404.63454759999877,406.1195960000041,1,0,None,406.1199232999934,406.11992810002994,406.1360878999694,406.1360878999694,407.6210289999726,None,0,1,407.62137790001,3.5,407.6376433999976,411.15771840000525,411.1248568999581,411.124874799978,411.1253214000026,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House12_0.png,0,0,47,47,158,411.15771840000525,,411.12563530000625,411.12563870003214,411.15771840000525,411.6586046000011,411.67528129997663,411.6918317999807,411.6757988999598,411.6758161999751,411.6918317999807,412.0254022000008,412.00959470000817,412.0096062999801,3.0,412.0254022000008,415.02833709999686,415.01226629997836,415.0122829999891,415.012286400015,V_nV,415.02833709999686,415.02833709999686,416.51365539996186,2,0,None,416.5142074999749,416.51421430002665,416.5297922999598,416.5297922999598,418.0147709999583,None,0,1,418.0150449000066,3.0,418.0313909999677,421.0476028000121,421.0182642999571,421.01828149997164,421.0187270999886,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House43_0.png,0,0,48,48,23,421.0476028000121,,421.0190348000033,421.0190382000292,421.0476028000121,421.5516166999587,421.5685702000046,421.5851346999989,421.56907570001204,421.5690927999676,421.5851346999989,421.9185274000047,421.9032050999813,421.90322279999964,1.5,421.9185274000047,423.4200562000042,423.40385459997924,423.40387159999227,423.4038746000151,nV_V,423.4200562000042,423.4200562000042,424.90503259998513,1,0,None,424.9052953000064,424.90529780002544,424.9216061999905,424.9216061999905,426.4064069999731,None,0,1,426.4067464999971,2.5,426.4230130999931,428.93051380000543,428.91080219997093,428.91082799999276,428.9114035000093,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House71_0.png,0,0,49,49,196,428.93051380000543,,428.9118720999686,428.9118770000059,428.93051380000543,429.44271859998116,429.4597289999947,429.47633949999,429.46022670000093,429.4602484999923,429.47633949999,429.80975690000923,429.7942160000093,429.79423969995696,3.0,429.80975690000923,432.81282429996645,432.7966779000126,432.79669449996436,432.7966975000454,nV_V,432.81282429996645,432.81282429996645,434.29778319998877,1,0,None,434.29812990000937,434.29813539999304,434.3142533999635,434.3142533999635,435.79912989999866,None,0,1,435.7994661999983,2.0,435.81568820000393,437.8190156999626,437.80155549995834,437.8015739999828,437.80206650000764,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House52_0.png,0,0,50,50,142,437.8190156999626,,437.80239969998365,437.80240310000954,437.8190156999626,438.3182090999908,438.3356778000016,438.3534775999724,438.3366052999627,438.336627200013,438.3534775999724,438.6852746999939,438.6698548999848,438.66987340000924,3.0,438.6852746999939,441.6882484999951,441.67209760000696,441.6721153999679,441.6721189999953,nV_V,441.6882484999951,441.6882484999951,443.1731352999923,1,0,None,443.173501399986,443.17350690002786,443.18973059998825,443.18973059998825,444.6747199000092,None,0,1,444.67505099996924,2.5,444.69131009996636,447.1971744999755,447.1775809999672,447.1775982999825,447.1780871999799,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_50_0.png,0,0,51,51,139,447.1971744999755,,447.1784048000118,447.1784083000384,447.1971744999755,447.7108968999819,447.7279387000017,447.7445735000074,447.7284852999728,447.7285016999813,447.7445735000074,448.0779259999981,448.0627902999986,448.0628096999717,3.0,448.0779259999981,451.08123159996467,451.0659630000009,451.06604489998426,451.0660650000209,V_nV,451.08123159996467,451.08123159996467,452.56651500001317,1,0,None,452.5669921999797,452.56700249999994,452.5825180999818,452.5825180999818,454.0675896999892,None,0,1,454.0679243999766,3.5,454.08397209999384,457.58870109997224,457.57134439999936,457.57136169995647,457.57181709998986,452.5825180999818,452.5825180999818,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_4_0.png,0,0,52,52,48,457.58870109997224,,457.5721396000008,457.57214860001113,457.58870109997224,458.08795489999466,458.10494599997764,458.12178960000165,458.1053549000062,458.1053669999819,458.12178960000165,458.4564767999691,458.44160640001064,458.4416313999682,2.5,458.4564767999691,460.95758559997194,460.9413185999729,460.9413361999905,460.94133940001484,nV_V,460.95758559997194,460.95758559997194,462.4424300999963,2,0,None,462.44270159996813,462.44270440004766,462.45897729997523,462.45897729997523,463.9439513999969,None,0,1,463.94427019997966,2.0,463.9611483999761,465.96435689995997,465.9463887999882,465.94640779995825,465.9468916999758,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House34_0.png,0,0,53,53,167,465.96435689995997,,465.9472511999775,465.9472555000102,465.96435689995997,466.47959519998403,466.49665939999977,466.5134130999795,466.4971138999681,466.49712849996286,466.5134130999795,466.8467176000122,466.8310674999957,466.8310916000046,2.0,466.8467176000122,468.8487399999867,468.8324929999653,468.83250999997836,468.83251340000425,nV_V,468.8487399999867,468.8487399999867,470.3338749000104,1,0,None,470.3343181000091,470.33432580000954,470.3501496000099,470.3501496000099,471.8350742000039,None,0,1,471.8354314999888,2.5,471.8516447999864,474.36008479999145,474.3378881000099,474.3379068999784,474.33837119996315,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_34_0.png,0,0,54,54,123,474.36008479999145,,474.33868089999305,474.33868450002046,474.36008479999145,474.8714181999676,474.8883292999817,474.90503049996914,474.88885310001206,474.8888710999745,474.90503049996914,475.23859829996945,475.222888099961,475.2229051999748,2.0,475.23859829996945,477.24048929999117,477.2242988999933,477.2243162000086,477.2243193000322,V_nV,477.24048929999117,477.24048929999117,478.72538079996593,1,0,None,478.725712799991,478.7257175000268,478.74190169997746,478.74190169997746,480.22698330000276,None,0,1,480.22731659997953,3.0,480.24341110000387,483.25214810000034,483.23088459996507,483.2309093999793,483.23150789999636,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House18_0.png,0,0,55,55,189,483.25214810000034,,483.23184709995985,483.23185050004395,483.25214810000034,483.7634880999685,483.78043280000566,483.7972317999811,483.78070579998894,483.7807179999654,483.7972317999811,484.130996199965,484.11497840000084,484.11499309999635,1.5,484.130996199965,485.63216739997733,485.61600320000434,485.6160208999645,485.61602420004783,nV_V,485.63216739997733,485.63216739997733,487.11701069999253,1,0,None,487.1173715000041,487.1173776999931,487.1337598999962,487.1337598999962,488.6185423999559,None,0,1,488.61888329999056,2.0,488.6351195999887,490.6422840000014,490.6210657999618,490.6210838999832,490.6215360999922,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_83_0.png,0,0,56,56,70,490.6422840000014,,490.6218615999678,490.6218651999952,490.6422840000014,491.1545871999697,491.17169349995675,491.18881219998,491.1724532999797,491.17248109995853,491.18881219998,491.5212845999631,491.50583099998767,491.50584989995696,1.5,491.5212845999631,493.0228746999637,493.0066388999694,493.00665329996264,493.0066555000376,V_nV,493.0228746999637,493.0228746999637,494.5079154999694,1,0,None,494.50832229998196,494.5083286000299,494.5242506999639,494.5242506999639,496.0092002999736,None,0,1,496.0095541999908,2.5,496.02581919997465,498.53084449999733,498.5121545000002,498.5121676999843,498.5125262999791,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_3_0.png,0,0,57,57,105,498.53084449999733,,498.5127603999572,498.512765499996,498.53084449999733,499.0454809999792,499.06275240000105,499.07923639996443,499.06328999996185,499.0633068999741,499.07923639996443,499.41268359997775,499.39690100000007,499.3969192999648,1.5,499.41268359997775,500.9140591999749,500.8978802000056,500.89789739996195,500.89790030004224,V_nV,500.9140591999749,500.9140591999749,502.3989583000075,1,0,None,502.399326499959,502.39933210000163,502.4155175999622,502.4155175999622,503.9004692999879,None,0,1,503.90081640001154,3.0,503.91702739999164,506.9334624999901,506.90391669998644,506.9039335999987,506.90437750000274,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House21_0.png,0,0,58,58,73,506.9334624999901,,506.90468350000447,506.9046870000311,506.9334624999901,507.4371947000036,507.4541278000106,507.470901499968,507.4546498999698,507.4546669999836,507.470901499968,507.80428320000647,507.7885015999782,507.7885205000057,1.0,507.80428320000647,508.8052701000124,508.78908879996743,508.7891028999584,508.78910560003715,nV_V,508.8052701000124,508.8052701000124,510.290113999974,1,0,None,510.29053479997674,510.29054050002014,510.3068320999737,510.3068320999737,511.7917083000066,None,0,1,511.79205349995755,3.5,511.80834419996245,515.3118215999566,515.2956470999634,515.295669199957,515.2962178000016,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_89_0.png,0,0,59,59,185,515.3118215999566,,515.2966064999928,515.2966117000324,515.3118215999566,515.8122566000093,515.8294109000126,515.8458463000134,515.829922200006,515.8299394999631,515.8458463000134,516.1793584999978,516.1640799999586,516.1640965999686,2.0,516.1793584999978,518.1812773999991,518.1652236999944,518.1652404000051,518.1652441000333,V_nV,518.1812773999991,518.1812773999991,519.6662909999723,1,0,None,519.6666625000071,519.666668000049,519.6827887999825,519.6827887999825,521.1678402000107,None,0,1,521.1681741999928,3.0,521.1844693999738,524.2039127000025,524.1710841999738,524.1710951999994,524.1714302999899,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_70_0.png,0,0,60,60,135,524.2039127000025,,524.171639600012,524.1716407000204,524.2039127000025,524.7045297999866,524.7214084999869,524.7380924999597,524.7219407999655,524.7219574999763,524.7380924999597,525.071586999984,525.0560989999794,525.0561172000016,1.0,525.071586999984,526.0725243999623,526.056399699999,526.0564231000026,526.0564266000292,V_nV,526.0725243999623,526.0725243999623,527.5573278999655,1,0,None,527.5577174999635,527.5577237000107,527.5740090999752,527.5740090999752,529.0589526999975,None,0,1,529.0592112999875,3.0,529.0756586999632,532.0804356999579,532.0623082999955,532.0623259000131,532.0627707999665,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_61_0.png,0,0,61,61,118,532.0804356999579,,532.063089400006,532.0630930000334,532.0804356999579,532.5956683999975,532.6127656999743,532.6293168999837,532.6132809999981,532.6132979000104,532.6293168999837,532.9627388999797,532.9471571999602,532.9471755999839,2.5,532.9627388999797,535.4653759999783,535.4491267999983,535.4491474999813,535.4491518000141,V_nV,535.4653759999783,535.4653759999783,536.9501983000082,1,0,None,536.9504931999836,536.9504975000164,536.9667420999613,536.9667420999613,538.4516986999661,None,0,1,538.4520077999914,3.5,538.4680944999564,541.9797078999691,541.9553108999971,541.955321699963,541.9556054999703,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\3257879_House74_0.png,0,0,62,62,93,541.9797078999691,,541.9558176999562,541.9558187000221,541.9797078999691,542.4892910000053,542.5062638999661,542.522585299972,542.5070993999834,542.5071176000056,542.522585299972,542.8560594999581,542.8402415000019,542.8402559999959,2.5,542.8560594999581,545.3585045000073,545.3443094000104,545.3443303999957,545.34433360002,nV_V,545.3585045000073,545.3585045000073,546.8437070999644,1,0,None,546.8439892999595,546.8439933000482,546.8599725000095,546.8599725000095,548.3449091999792,None,0,1,548.3452542999876,3.0,548.3614463999984,551.3648151999805,551.3482033999753,551.3482194999815,551.3486501000007,546.8599725000095,546.8599725000095,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_29_0.png,0,0,63,63,92,551.3648151999805,,551.3489474999951,551.3489506000187,551.3648151999805,551.8654460000107,551.8822280999739,551.8990891999565,551.883510399959,551.8835863000131,551.8990891999565,552.2319286999991,552.2171088999603,552.2171230000095,2.5,552.2319286999991,554.7344128999976,554.7182183999685,554.7182361999876,554.7182393000112,V_nV,554.7344128999976,554.7344128999976,556.2194740999839,1,0,None,556.2198256999836,556.2198311000247,556.2359385999735,556.2359385999735,557.7208152000094,None,0,1,557.7211694999714,3.5,557.7374986999785,561.2575911000022,561.2248295999598,561.2248525999603,561.2252955999575,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_89_0.png,0,0,64,64,134,561.2575911000022,,561.2256130999885,561.2256166000152,561.2575911000022,561.7581170999911,561.7751287999563,561.792065799993,561.7756586999749,561.775676499994,561.792065799993,562.125175299996,562.1094808999915,562.1094956999877,3.0,562.125175299996,565.1281406999915,565.1127321000095,565.1127484999597,565.112751000037,V_nV,565.1281406999915,565.1281406999915,566.6130176999723,1,0,None,566.613379699993,566.6133853000356,566.6296958999592,566.6296958999592,568.1145790999872,None,0,1,568.1149070999818,2.5,568.1311732999748,570.6469224999892,570.6174409000087,570.6174589999719,570.617914100003,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_51_0.png,0,0,65,65,99,570.6469224999892,,570.6182431000052,570.6182465000311,570.6469224999892,571.1508147999994,571.1677833999856,571.1849719999591,571.1683545999695,571.1683729999932,571.1849719999591,571.5178422000026,571.5022248000023,571.5022431999678,1.0,571.5178422000026,572.5187949999818,572.5033175999997,572.5033340000082,572.503336600028,nV_V,572.5187949999818,572.5187949999818,574.0037525999942,2,0,None,574.0040012999671,574.0040037000435,574.0203814000124,574.0203814000124,575.5058124999632,None,0,1,575.5063696999568,3.5,575.5220438999822,579.0255933000008,579.0093751999666,579.0093923999812,579.0098471000092,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_78_0.png,0,0,66,66,46,579.0255933000008,,579.0101712999749,579.0101749000023,579.0255933000008,579.5259514999925,579.5428189999657,579.5594259999925,579.5433483999805,579.5433653999935,579.5594259999925,579.8929844999802,579.8767442000099,579.8767550999764,3.0,579.8929844999802,582.8959778000135,582.8796414000099,582.8796581999632,582.8796616000473,nV_V,582.8959778000135,582.8959778000135,584.3808082999894,2,0,None,584.3811572999693,584.381162900012,584.3974493999849,584.3974493999849,585.8823761999956,None,0,1,585.8827075999579,3.5,585.8988766999682,589.4059002999566,589.3862873999751,589.3863055999973,589.3867494000006,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_80_0.png,0,0,67,67,136,589.4059002999566,,589.3870651999605,589.3870686000446,589.4059002999566,589.9196066999575,589.9365487999748,589.9531511999667,589.937088000006,589.9371054999647,589.9531511999667,590.2864599999739,590.2710397999617,590.2710511999903,2.5,590.2864599999739,592.7891850000015,592.7727690999745,592.7727870999952,592.7727904000203,V_nV,592.7891850000015,592.7891850000015,594.2741944000009,1,0,None,594.2746697000111,594.2746760000009,594.2906720999745,594.2906720999745,595.7755674999789,None,0,1,595.7759237999562,3.0,595.7920973,598.7961580000119,598.7789279000135,598.7789454999729,598.7793640999589,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
